snapshot_date,id,name,year,artists,categories,designers,expansion,expands,expansions,families,implementations,max_players,mechanics,min_age,min_players,playing_time,publishers,ranks,rating_average,rating_average_weight,rating_bayes_average,rating_median,rating_num_weights,rating_stddev,users_commented,users_owned,users_rated,users_trading,users_wanting,users_wishing
2018-04-28,171623,The Voyages of Marco Polo,2015,Dennis Lohausen,Dice | Economic | Medieval | Travel,Simone Luciani | Daniele Tascini,False,[],"[Thing (id: 232945), Thing (id: 186554), Thing (id: 249086)]",Animals: Camels | Cities: Beijing | Cities: Hormuz | Cities: Venice,,4,Card Drafting | Dice Rolling | Point to Point Movement | Set Collection | Variable Player Powers | Worker Placement,12,2,100,"Hans im Glück | 999 Games | Albi | Arclight | Devir | Filosofia Éditions | Giochi Uniti | Kaissa Chess & Games | Korea Boardgames co., Ltd. | Piatnik | Swan Panasia Co., Ltd. | Z-Man Games","[Thing (id: 1), Thing (id: 5497)]",7.96331,3.1861,7.73825,0.0,677,1.2487,,14808,12477,116,,
2018-04-28,18602,Caylus,2005,Cyril Demaegd | Arnaud Demaegd | Mike Doyle (I),City Building | Economic | Medieval,William Attia,False,[],[Thing (id: 34410)],Caylus | Combinatorial | Country: France | Ystari originals,Caylus Magna Carta,5,Worker Placement,12,2,150,"Ystari Games | Brain Games | Edge Entertainment | Esdevium | hobbity.eu | Hobby Japan | HUCH! | Korea Boardgames co., Ltd. | Lautapelit.fi | Quined White Goblin Games | Rio Grande Games | uplay.it edizioni | What's Your Game? | White Goblin Games","[Thing (id: 1), Thing (id: 5497)]",7.83169,3.8188,7.68736,0.0,3029,1.47884,,23708,23358,433,,
2018-04-28,146021,Eldritch Horror,2013,Anders Finér | David Griffith | Ed Mattinian | Patrick McEvoy | Dallas Mehlhoff | Emilio Rodriguez | Magali Villeneuve | Drew Whitmore,Adventure | Fantasy | Fighting | Horror | Novel-based,Corey Konieczka | Nikki Valens,False,[],"[Thing (id: 220913), Thing (id: 154842), Thing (id: 236930), Thing (id: 164167), Thing (id: 197586), Thing (id: 177182), Thing (id: 209686), Thing (id: 181817)]",Arkham Horror | Cthulhu Mythos | Eldritch Horror | Solitaire Games,Arkham Horror,8,Co-operative Play | Dice Rolling | Point to Point Movement | Variable Player Powers,14,1,240,"Fantasy Flight Games | ADC Blackfire Entertainment | Arclight | Delta Vision Publishing | Edge Entertainment | Galakta | Galápagos Jogos | Giochi Uniti | Heidelberger Spieleverlag | Hobby World | Korea Boardgames co., Ltd. | Wargames Club Publishing","[Thing (id: 1), Thing (id: 5496)]",7.91596,3.313,7.6856,0.0,1147,1.47884,,30391,20311,434,,
2018-04-28,150376,Dead of Winter: A Crossroads Game,2014,David Richards | Fernanda Suárez | Peter Wocken,Bluffing | Deduction | Horror | Zombies,Jonathan Gilmour | Isaac Vega,False,[],"[Thing (id: 218041), Thing (id: 181307), Thing (id: 180704), Thing (id: 174152), Thing (id: 231562), Thing (id: 150482), Thing (id: 171217), Thing (id: 231563), Thing (id: 195656), Thing (id: 183785), Thing (id: 203824), Thing (id: 234258), Thing (id: 206094)]",Crossroads Series | Post-Apocalyptic,,5,Action Point Allowance System | Area Movement | Co-operative Play | Dice Rolling | Hand Management | Press Your Luck | Storytelling | Trading | Variable Player Powers | Voting,13,2,120,"Plaid Hat Games | Arclight | Cube Factory of Ideas | Edge Entertainment | Galápagos Jogos | Game Harbor | Gém Klub Kft. | Gemenot | Heidelberger Spieleverlag | Korea Boardgames co., Ltd. | MINDOK | Raven Distribution","[Thing (id: 1), Thing (id: 5496)]",7.75547,3.0043,7.61151,0.0,1168,1.40672,,39168,28454,740,,
2018-04-28,12493,Twilight Imperium (Third Edition),2005,Scott Schomburg | Brian Schomburg | Tyler Walpole,Civilization | Negotiation | Political | Science Fiction | Space Exploration | Wargame,Christian T. Petersen,False,[],"[Thing (id: 95802), Thing (id: 22821)]",4X games | Components: Miniatures | Fantasy Flight Big Box | Twilight Imperium,Twilight Imperium: Fourth Edition | Twilight Imperium (Second Edition),6,Action Point Allowance System | Area-Impulse | Dice Rolling | Hex-and-Counter | Modular Board | Tile Placement | Trading | Variable Phase Order | Variable Player Powers | Voting,14,3,240,Fantasy Flight Games,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5497)]",7.89962,4.2414,7.67787,0.0,1980,1.68584,,18661,16487,563,,
2018-04-28,62219,Dominant Species,2010,Chad Jensen | Rodger B. MacGowan | Chechu Nieto | Eric Williams (I),Animals | Environmental | Prehistoric,Chad Jensen,False,[],[],4X games | Evolution,,6,Area Control / Area Influence | Card Drafting | Grid Movement | Modular Board | Tile Placement | Variable Player Powers | Worker Placement,14,2,240,GMT Games | Asterion Press | Filosofia Éditions | Udo Grebe Gamedesign | Wargames Club Publishing,"[Thing (id: 1), Thing (id: 5497)]",7.84352,4.0359,7.65707,0.0,1254,1.5085,,14635,14163,292,,
2018-04-28,110327,Lords of Waterdeep,2012,Eric Belisle | Steven Belledin | Zoltan Boros | Noah Bradley | Eric Deschamps | Wayne England | Tony Foti | Todd Harris | Ralph Horsley | Tyler Jacobson | Ron Lemen | Howard Lyon | Warren Mahy | Patrick McEvoy | Jim Nelson | William O'Connor | Adam Paquette | Lucio Parrillo | Dave Rapoza | Richard Sardinha | Mike Schley | Andrew Silver | Anne Stokes | Gábor Szikszai | Matias Tapia | Kevin Walker | Tyler Walpole | Eva Widermann | Eric Williams (I) | Matt Wilson | Sam Wood | Ben Wootten | James Zhang,City Building | Fantasy,Peter Lee | Rodney Thompson,False,[],"[Thing (id: 122996), Thing (id: 146704), Thing (id: 134342)]",Dungeons & Dragons | From RPG books to board games,,5,Set Collection | Take That | Worker Placement,12,2,120,Wizards of the Coast,"[Thing (id: 1), Thing (id: 5497)]",7.78343,2.4924,7.66812,0.0,1850,1.26435,,41880,34233,439,,
2018-04-28,28143,Race for the Galaxy,2007,Martin Hoffmann | Claus Stephan | Mirko Suzuki,Card Game | Civilization | Economic | Science Fiction | Space Exploration,Thomas Lehmann,False,[],"[Thing (id: 145148), Thing (id: 92932), Thing (id: 242309), Thing (id: 40210), Thing (id: 66121), Thing (id: 34499), Thing (id: 161599)]",Race for the Galaxy | Tableau Building,Jump Drive | Roll for the Galaxy,4,Hand Management | Simultaneous Action Selection | Variable Phase Order | Variable Player Powers,12,2,60,"Rio Grande Games | ABACUSSPIELE | Albi | Gabinete Lúdico | Galápagos Jogos | Gamesinitaly | Ghenos Games | Giochix.it | Hobby Japan | Hobby World | Korea Boardgames co., Ltd. | Rebel | Smart Ltd | Wargames Club Publishing | Ystari Games","[Thing (id: 1), Thing (id: 5497)]",7.7655,2.9765,7.67313,0.0,3194,1.49777,,45201,37659,926,,
2018-04-28,157354,Five Tribes,2014,Clément Masson,Animals | Arabian | Fantasy | Mythology,Bruno Cathala,False,[],"[Thing (id: 167309), Thing (id: 220551), Thing (id: 176677), Thing (id: 199310), Thing (id: 226828), Thing (id: 176234)]",Animals: Camels | Country: Saudi Arabia,,4,Area Control / Area Influence | Auction/Bidding | Card Drafting | Modular Board | Set Collection,13,2,80,Days of Wonder | Asterion Press | Rebel,"[Thing (id: 1), Thing (id: 5497)]",7.8013,2.8963,7.65802,0.0,935,1.26878,,28600,21906,274,,
2018-04-28,132531,Roll for the Galaxy,2014,Martin Hoffmann | Claus Stephan | Mirko Suzuki,Civilization | Dice | Economic | Science Fiction | Space Exploration,Wei-Hwa Huang | Thomas Lehmann,False,[],"[Thing (id: 175754), Thing (id: 194291), Thing (id: 211347), Thing (id: 231604)]",Crowdfunding: Wspieram | Race for the Galaxy | Tableau Building,Race for the Galaxy,5,Deck / Pool Building | Dice Rolling | Simultaneous Action Selection | Variable Phase Order | Variable Player Powers,13,2,45,Rio Grande Games | Crowd Games | Games Factory Publishing | Gigamic | Pegasus Spiele,"[Thing (id: 1), Thing (id: 5497)]",7.77819,2.7537,7.62956,0.0,674,1.31909,,23346,18378,318,,
2018-04-28,93,El Grande,1995,Doris Matthäus,Renaissance,Wolfgang Kramer | Richard Ulrich,False,[],"[Thing (id: 583), Thing (id: 597), Thing (id: 3146), Thing (id: 370), Thing (id: 5754), Thing (id: 27759)]",Country: Spain | El Grande,,5,Area Control / Area Influence | Area Movement | Auction/Bidding | Card Drafting | Hand Management | Memory | Simultaneous Action Selection,12,2,120,Hans im Glück | 999 Games | Användbart Litet Företag | Descartes Editeur | Filosofia Éditions | Gabinete Lúdico | Rio Grande Games,"[Thing (id: 1), Thing (id: 5497)]",7.7912,3.0776,7.65142,0.0,1959,1.34233,,19134,19891,326,,
2018-04-28,40834,Dominion: Intrigue,2009,"Matthias Catrein | Julien Delval | Martin Hoffmann | Tomasz Jedruszek | Alexander Jung | Lars-Arne ""Maura"" Kalusky | Ryan Laukat | Harald Lieske | Dennis Lohausen | Michael Menzel | Marcel-André Casasola Merkle | Claus Stephan | Christof Tisch | Franz Vohwinkel",Card Game | Medieval,Donald X. Vaccarino,False,[],"[Thing (id: 171915), Thing (id: 172592), Thing (id: 66098), Thing (id: 41105), Thing (id: 90850), Thing (id: 125403), Thing (id: 238623), Thing (id: 192951), Thing (id: 39707), Thing (id: 228386), Thing (id: 110831), Thing (id: 137166), Thing (id: 177903), Thing (id: 104557), Thing (id: 234892), Thing (id: 209358), Thing (id: 232452), Thing (id: 160943), Thing (id: 66690), Thing (id: 209431), Thing (id: 51811), Thing (id: 66682), Thing (id: 182822), Thing (id: 101665), Thing (id: 128915), Thing (id: 232930)]",Crowdfunding: Wspieram | Dominion,Dominion: Intrigue (Second Edition),4,Card Drafting | Deck / Pool Building | Hand Management,13,2,30,"Rio Grande Games | 999 Games | Albi | ASS Altenburger Spielkarten | Bard Centrum Gier | Devir | Filosofia Éditions | Games Factory Publishing | Gém Klub Kft. | Giochi Uniti | Hans im Glück | Hobby Japan | Hobby World | Korea Boardgames co., Ltd. | Lautapelit.fi | Stupor Mundi | Swan Panasia Co., Ltd. | Vennerød Forlag AS","[Thing (id: 1), Thing (id: 5497)]",7.76421,2.4398,7.63646,0.0,1246,1.3672,,36091,25275,506,,
2018-04-28,103885,Star Wars: X-Wing Miniatures Game,2012,Matt Allsopp | Sacha Angel Diener | Jon Bosco | Matt Bradbury | Blake Henriksen | Jason Juta | Lucasfilm Ltd. | Henning Ludvigsen | Jorge Maese | Dallas Mehlhoff | Scott Murphy | David A. Nash | Vlad Ricean | Matthew Starbuck | Nicholas Stohlman | Angela Sung,Aviation / Flight | Bluffing | Collectible Components | Miniatures | Movies / TV / Radio theme | Science Fiction | Wargame,Jason Little,False,[],"[Thing (id: 129430), Thing (id: 235606), Thing (id: 201313), Thing (id: 223423), Thing (id: 142546), Thing (id: 217973), Thing (id: 154768), Thing (id: 182370), Thing (id: 228391), Thing (id: 199451), Thing (id: 176742), Thing (id: 142545), Thing (id: 164168), Thing (id: 148259), Thing (id: 182371), Thing (id: 170728), Thing (id: 190087), Thing (id: 182369), Thing (id: 176744), Thing (id: 176820), Thing (id: 142527), Thing (id: 235607), Thing (id: 164166), Thing (id: 129432), Thing (id: 182374), Thing (id: 164169), Thing (id: 235608), Thing (id: 201310), Thing (id: 182373), Thing (id: 207581), Thing (id: 156770), Thing (id: 146757), Thing (id: 237391), Thing (id: 207580), Thing (id: 246719), Thing (id: 223421), Thing (id: 201311), Thing (id: 129433), Thing (id: 201312), Thing (id: 164165), Thing (id: 183966), Thing (id: 146766), Thing (id: 123764), Thing (id: 223422), Thing (id: 142547), Thing (id: 154767), Thing (id: 123759), Thing (id: 129431), Thing (id: 154769), Thing (id: 176819), Thing (id: 246718), Thing (id: 237192), Thing (id: 208071), Thing (id: 183967), Thing (id: 208072), Thing (id: 207582), Thing (id: 161031), Thing (id: 123755), Thing (id: 123763), Thing (id: 161032), Thing (id: 154766)]",FlightPath | Star Wars | Star Wars: X-Wing Miniatures Game,Dungeons & Dragons: Attack Wing | Star Trek: Attack Wing,2,Action / Movement Programming | Dice Rolling | Player Elimination | Simultaneous Action Selection | Variable Player Powers,14,2,45,"Fantasy Flight Games | cutia.ro | Delta Vision Publishing | Edge Entertainment | Galakta | Galápagos Jogos | Giochi Uniti | Heidelberger Spieleverlag | Hobby World | Korea Boardgames co., Ltd. | Martinex | Peliko | Stratelibri | Wargames Club Publishing","[Thing (id: 1), Thing (id: 4664), Thing (id: 4667)]",7.82639,2.4713,7.61539,0.0,1061,1.41379,,32488,19231,583,,
2018-04-28,37111,Battlestar Galactica: The Board Game,2008,Kevin Childress | Andrew Navaro | Brian Schomburg | WiL Springer,Bluffing | Deduction | Movies / TV / Radio theme | Political | Science Fiction | Space Exploration | Spies/Secret Agents,Corey Konieczka,False,[],"[Thing (id: 105136), Thing (id: 141648), Thing (id: 85905), Thing (id: 43539)]",Battlestar Galactica,,6,Area Movement | Co-operative Play | Dice Rolling | Hand Management | Partnerships | Role Playing | Variable Player Powers,10,3,300,Fantasy Flight Games | Edge Entertainment | Editrice Giochi | Galakta | Game Harbor | Giochi Uniti | Heidelberger Spieleverlag,"[Thing (id: 1), Thing (id: 5496)]",7.75403,3.2296,7.61274,0.0,1964,1.55957,,30869,27846,722,,
2018-04-28,36218,Dominion,2008,Matthias Catrein | Julien Delval | Tomasz Jedruszek | Ryan Laukat | Harald Lieske | Michael Menzel | Marcel-André Casasola Merkle | Claus Stephan | Christof Tisch,Card Game | Medieval,Donald X. Vaccarino,False,[],"[Thing (id: 203184), Thing (id: 69035), Thing (id: 171915), Thing (id: 172592), Thing (id: 66098), Thing (id: 41105), Thing (id: 90850), Thing (id: 125403), Thing (id: 160673), Thing (id: 238623), Thing (id: 192951), Thing (id: 39707), Thing (id: 228386), Thing (id: 187740), Thing (id: 110831), Thing (id: 137166), Thing (id: 177903), Thing (id: 104557), Thing (id: 234892), Thing (id: 209419), Thing (id: 209358), Thing (id: 232452), Thing (id: 160943), Thing (id: 66690), Thing (id: 209431), Thing (id: 51811), Thing (id: 66682), Thing (id: 182822), Thing (id: 209357), Thing (id: 101665), Thing (id: 141918), Thing (id: 68281), Thing (id: 128915), Thing (id: 232930), Thing (id: 88046), Thing (id: 80435), Thing (id: 123095), Thing (id: 186885), Thing (id: 210658), Thing (id: 139778)]",Crowdfunding: Wspieram | Dominion | Mensa Select,Dominion (Second Edition) | Het Koninkrijk Dominion,4,Card Drafting | Deck / Pool Building | Hand Management,13,2,30,"Rio Grande Games | 999 Games | Albi | Bard Centrum Gier | Conclave Editora | cutia.ro | Devir | Filosofia Éditions | Games Factory Publishing | Gém Klub Kft. | Hans im Glück | Hobby Japan | Hobby World | Kaissa Chess & Games | Korea Boardgames co., Ltd. | Lautapelit.fi | Martinex | Runadrake | Schmidt Spiele | Smart Ltd | Stupor Mundi | Swan Panasia Co., Ltd. | Vennerød Forlag AS | Ystari Games","[Thing (id: 1), Thing (id: 5497)]",7.66804,2.3696,7.57301,0.0,4562,1.42911,,81105,62539,1700,,
2018-04-28,172386,Mombasa,2015,Klemens Franz | Andreas Resch,Economic,Alexander Pfister,False,[],"[Thing (id: 205611), Thing (id: 213293), Thing (id: 195850)]",Admin: Better Description Needed! | Colonial Theme | Continent: Africa | Mombasa | Tableau Building,,4,Action / Movement Programming | Area Control / Area Influence | Card Drafting | Deck / Pool Building | Hand Management | Simultaneous Action Selection | Stock Holding | Variable Player Powers | Worker Placement,12,2,150,eggertspiele | Albi | Arclight | Bright World Games | Delta Vision Publishing | The Game Master BV | Gigamic | Lacerta | LudoSentinel | Meeple BR Jogos | Pegasus Spiele | R&R Games | uplay.it edizioni,"[Thing (id: 1), Thing (id: 5497)]",7.94768,3.8812,7.59863,0.0,404,1.2246,,8936,6952,106,,
2018-04-28,144733,Russian Railroads,2013,Martin Hoffmann | Claus Stephan,Industry / Manufacturing | Trains,"Helmut Ohley | Leonhard ""Lonny"" Orgler",False,[],"[Thing (id: 206944), Thing (id: 181693), Thing (id: 234335), Thing (id: 166410)]",Admin: Better Description Needed! | Country: Russia,,4,Worker Placement,12,2,120,Hans im Glück | 999 Games | Asterion Press | Bard Centrum Gier | Devir | Filosofia Éditions | Hobby World | MINDOK | Z-Man Games,"[Thing (id: 1), Thing (id: 5497)]",7.80348,3.4168,7.57882,0.0,631,1.28261,,11432,10633,131,,
2018-04-28,102680,Trajan,2011,Jo Hartwig,Ancient | Political,Stefan Feld,False,[],[],Ancient Rome | Quined Master Print Edition Series,,4,Area Movement | Card Drafting | Hand Management | Set Collection,12,2,120,Ammonit Spiele | Asterion Press | FoxMind | Gigamic | Gigante Jogos | HUCH! | Hutter Trade GmbH + Co KG | Maldito Games | Passport Game Studios | Quined Games,"[Thing (id: 1), Thing (id: 5497)]",7.79689,3.6743,7.57451,0.0,700,1.35691,,13220,11226,218,,
2018-04-28,42,Tigris & Euphrates,1997,Bascu | Christine Conrad | Doris Matthäus | Tom Thiel | Ricarda Thiel | Stephen Graham Walsh,Ancient | Civilization | Territory Building,Reiner Knizia,False,[],[Thing (id: 43490)],Knizia tile-laying trilogy | Middle Eastern Theme | Rivers: Euphrates | Rivers: Tigris | Tigris & Euphrates,Euphrates & Tigris: Contest of Kings | Yellow & Yangtze,4,Area Control / Area Influence | Hand Management | Set Collection | Tile Placement,12,2,90,Hans im Glück | 999 Games | Devir | Edge Entertainment | Fantasy Flight Games | Giochi Uniti | Heidelberger Spieleverlag | Hobby Japan | Lacerta | Matagot | Mayfair Games | Pegasus Spiele | Smart Ltd | Top Licence Games | Wargames Club Publishing,"[Thing (id: 1), Thing (id: 5497)]",7.71382,3.5289,7.57568,0.0,2507,1.49037,,24071,21750,520,,
2018-04-28,194655,Santorini,2016,Lina Cossette | David Forest,Abstract Strategy | Ancient | Mythology,Gord!,False,[],"[Thing (id: 233952), Thing (id: 239580), Thing (id: 216033), Thing (id: 239582), Thing (id: 249879), Thing (id: 233953), Thing (id: 218853), Thing (id: 214322)]",3D Games | 5x5 grid | Combinatorial | Country: Greece | Crowdfunding: Kickstarter | Games by the Game Artisans of Canada | Islands: Santorini,Santorini,4,Grid Movement | Tile Placement | Variable Player Powers,8,2,20,Roxley | Spin Master Ltd.,"[Thing (id: 1), Thing (id: 4666), Thing (id: 5499)]",7.8202,1.7459,7.55683,0.0,181,1.31482,,17394,10557,143,,
2018-04-28,73439,Troyes,2010,Sébastien Dujardin | Xavier Georges | Alain Orban | Alexandre Roche,Dice | Economic | Medieval,Sébastien Dujardin | Xavier Georges | Alain Orban,False,[],"[Thing (id: 94284), Thing (id: 127061)]",Cities: Troyes (France) | Country: France,,4,Area Control / Area Influence | Dice Rolling | Worker Placement,12,2,90,"Pearl Games | Asmodee | Rebel | Swan Panasia Co., Ltd. | uplay.it edizioni | Z-Man Games","[Thing (id: 1), Thing (id: 5497)]",7.76372,3.4601,7.57859,0.0,941,1.33523,,14229,13182,162,,
